analysis_group,dataset_name,scenario_type,sweep_parameter,sweep_value,epsilon,method,iteration,grad_norm,objective_gap_to_reference,relative_error_to_reference
beta_fixed_vs_variable_focused,synthetic_well_conditioned,well_corr_0_1_hidden_100,hidden_width,100,0.001,Nesterov variable beta,120,0.002815179693946674,4.261375063208117e-05,0.02207514487266762
beta_fixed_vs_variable_focused,synthetic_well_conditioned,well_corr_0_1_hidden_100,hidden_width,100,0.001,Nesterov variable beta,140,0.0019944090071871493,1.9866981624594438e-05,0.01429048623616619
beta_fixed_vs_variable_focused,synthetic_well_conditioned,well_corr_0_1_hidden_100,hidden_width,100,0.001,Nesterov variable beta,160,0.001462134218221277,1.1926936065970173e-05,0.011622438287735359
beta_fixed_vs_variable_focused,synthetic_well_conditioned,well_corr_0_1_hidden_100,hidden_width,100,0.001,Nesterov variable beta,180,0.0012228324080128439,8.379932496471731e-06,0.009788467934328483
beta_fixed_vs_variable_focused,synthetic_well_conditioned,well_corr_0_1_hidden_500,hidden_width,500,0.001,Nesterov,0,1.375955820971343,0.40361703438009316,1.0
beta_fixed_vs_variable_focused,synthetic_well_conditioned,well_corr_0_1_hidden_500,hidden_width,500,0.001,Nesterov,20,0.33925371303509455,0.06731086633065812,0.6022139722822213
beta_fixed_vs_variable_focused,synthetic_well_conditioned,well_corr_0_1_hidden_500,hidden_width,500,0.001,Nesterov,40,0.16118275888812045,0.01983179632277994,0.3516120448312905
beta_fixed_vs_variable_focused,synthetic_well_conditioned,well_corr_0_1_hidden_500,hidden_width,500,0.001,Nesterov,60,0.08009289153345214,0.006192518243218217,0.20687530677986055
beta_fixed_vs_variable_focused,synthetic_well_conditioned,well_corr_0_1_hidden_500,hidden_width,500,0.001,Nesterov,80,0.04186850541982603,0.001966802262560338,0.12052793171661337
beta_fixed_vs_variable_focused,synthetic_well_conditioned,well_corr_0_1_hidden_500,hidden_width,500,0.001,Nesterov,100,0.02207982660347129,0.0006317544397195091,0.07000579863305872
beta_fixed_vs_variable_focused,synthetic_well_conditioned,well_corr_0_1_hidden_500,hidden_width,500,0.001,Nesterov,120,0.01206653523103555,0.00020522934203544285,0.04059795941508141
beta_fixed_vs_variable_focused,synthetic_well_conditioned,well_corr_0_1_hidden_500,hidden_width,500,0.001,Nesterov,140,0.006517720744890616,6.787958507364911e-05,0.023914904327785702
beta_fixed_vs_variable_focused,synthetic_well_conditioned,well_corr_0_1_hidden_500,hidden_width,500,0.001,Nesterov,160,0.003611390866188902,2.3306082291438268e-05,0.014237012172340503
beta_fixed_vs_variable_focused,synthetic_well_conditioned,well_corr_0_1_hidden_500,hidden_width,500,0.001,Nesterov,180,0.0020346824450493592,7.802442191270909e-06,0.008373411362008346
beta_fixed_vs_variable_focused,synthetic_well_conditioned,well_corr_0_1_hidden_500,hidden_width,500,0.001,Nesterov,200,0.0011438239325906852,2.604658350696676e-06,0.004915204332191056
beta_fixed_vs_variable_focused,synthetic_well_conditioned,well_corr_0_1_hidden_500,hidden_width,500,0.001,Nesterov variable beta,0,1.375955820971343,0.40361703438009316,1.0
beta_fixed_vs_variable_focused,synthetic_well_conditioned,well_corr_0_1_hidden_500,hidden_width,500,0.001,Nesterov variable beta,20,0.2593600303357,0.09623839352110479,0.7517313233323987
beta_fixed_vs_variable_focused,synthetic_well_conditioned,well_corr_0_1_hidden_500,hidden_width,500,0.001,Nesterov variable beta,40,0.10191309758542391,0.027608342617345016,0.507820191219574
