analysis_group,dataset_name,scenario_type,sweep_parameter,sweep_value,epsilon,method,method_type,beta_rule,converged,iterations,time_seconds,final_gradient_norm,objective_gap_to_reference,relative_error_to_reference,relative_error_to_ldlt,train_accuracy,test_accuracy,q_dimension,n_train,n_test,n_features,n_classes,hidden_width,total_output_weights,lambda_reg,estimated_L,mu,condition_number
dimension_scaling,dimension_scaling,output_weights_10000,total_output_weights,10000,1e-06,LDLT,scratch,,True,0,0.005257624987279996,6.747580788353238e-16,2.7755575615628914e-17,5.07984142242714e-15,0.0,1.0,1.0,101,1000,350,100,100,100,10000,0.05,15.897867659248947,0.05,317.9573531849789
dimension_scaling,dimension_scaling,output_weights_10000,total_output_weights,10000,1e-06,Heavy Ball,scratch,constant momentum,True,124,0.016361166985007003,9.939830287368824e-07,1.701139229481896e-13,9.360223785860307e-07,9.360223785030482e-07,1.0,1.0,101,1000,350,100,100,100,10000,0.05,15.897867659248947,0.05,317.9573531849789
dimension_scaling,dimension_scaling,output_weights_10000,total_output_weights,10000,1e-06,Nesterov,scratch,constant beta,True,200,0.024192750017391518,9.498396762783279e-07,4.9207582453192344e-12,7.427823705863122e-06,7.4278237057772495e-06,1.0,1.0,101,1000,350,100,100,100,10000,0.05,15.897867659248947,0.05,317.9573531849789
dimension_scaling,dimension_scaling,output_weights_50000,total_output_weights,50000,1e-06,LDLT,scratch,,True,0,0.17407945901504718,2.6785769009588032e-15,0.0,3.603508260695537e-14,0.0,1.0,1.0,501,1000,350,100,100,500,50000,0.05,72.59495649001784,0.05,1451.8991298003566
dimension_scaling,dimension_scaling,output_weights_50000,total_output_weights,50000,1e-06,Heavy Ball,scratch,constant momentum,True,267,0.3442018339992501,7.740015378748494e-07,1.6045498263395075e-13,7.849634922128792e-07,7.849634922392796e-07,1.0,1.0,501,1000,350,100,100,500,50000,0.05,72.59495649001784,0.05,1451.8991298003566
dimension_scaling,dimension_scaling,output_weights_50000,total_output_weights,50000,1e-06,Nesterov,scratch,constant beta,True,438,0.32677020799019374,9.75395804775501e-07,3.4006825133658936e-12,6.419034676747058e-06,6.4190346766770545e-06,1.0,1.0,501,1000,350,100,100,500,50000,0.05,72.59495649001784,0.05,1451.8991298003566
dimension_scaling,dimension_scaling,output_weights_100000,total_output_weights,100000,1e-06,LDLT,scratch,,True,0,0.5778626250103116,3.85804197875896e-15,0.0,7.034269710094599e-14,0.0,1.0,1.0,1001,1000,350,100,100,1000,100000,0.05,148.83688429148805,0.05,2976.7376858297607
dimension_scaling,dimension_scaling,output_weights_100000,total_output_weights,100000,1e-06,Heavy Ball,scratch,constant momentum,True,393,1.7658856670022942,8.717727454833399e-07,8.257283745649602e-14,5.26384193846377e-07,5.263841936174155e-07,1.0,1.0,1001,1000,350,100,100,1000,100000,0.05,148.83688429148805,0.05,2976.7376858297607
dimension_scaling,dimension_scaling,output_weights_100000,total_output_weights,100000,1e-06,Nesterov,scratch,constant beta,True,634,3.5881894580088556,9.865779278588646e-07,2.4279606103405627e-12,5.786498915515475e-06,5.786498915429238e-06,1.0,1.0,1001,1000,350,100,100,1000,100000,0.05,148.83688429148805,0.05,2976.7376858297607
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,0.001,LDLT,scratch,,True,0,0.15895395900588483,3.1483988957201683e-15,0.0,5.5287723110133e-14,0.0,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.51739537508267,0.05,1610.3479075016533
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,0.001,Heavy Ball,scratch,constant momentum,True,157,0.0436404169886373,0.0006651820297295233,4.405250509514902e-08,0.0003703488779221602,0.0003703488779226928,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.51739537508267,0.05,1610.3479075016533
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,0.001,Nesterov,scratch,constant beta,True,195,0.10699083301005885,0.0009916356626070804,1.8157042742938945e-06,0.0052917773637771795,0.005291777363777802,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.51739537508267,0.05,1610.3479075016533
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-05,LDLT,scratch,,True,0,0.15895395900588483,3.1483988957201683e-15,0.0,5.5287723110133e-14,0.0,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.51739537508267,0.05,1610.3479075016533
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-05,Heavy Ball,scratch,constant momentum,True,251,0.09630020800977945,9.993692380179128e-06,3.4983543839572917e-12,3.1525352460481623e-06,3.1525352458809953e-06,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.51739537508267,0.05,1610.3479075016533
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-05,Nesterov,scratch,constant beta,True,366,0.1482439160172362,9.89326890991104e-06,2.5054648633560106e-10,6.467477433048077e-05,6.467477433122751e-05,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.51739537508267,0.05,1610.3479075016533
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-06,LDLT,scratch,,True,0,0.15895395900588483,3.1483988957201683e-15,0.0,5.5287723110133e-14,0.0,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.51739537508267,0.05,1610.3479075016533
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-06,Heavy Ball,scratch,constant momentum,True,299,0.09375999998883344,5.939595399384249e-07,3.1481761642027095e-14,2.9929901459060035e-07,2.992990143991392e-07,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.51739537508267,0.05,1610.3479075016533
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-06,Nesterov,scratch,constant beta,True,445,0.1964623749954626,9.96487611053929e-07,3.432726325414137e-12,8.658293991473433e-06,8.658293991612082e-06,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.51739537508267,0.05,1610.3479075016533
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-07,LDLT,scratch,,True,0,0.15895395900588483,3.1483988957201683e-15,0.0,5.5287723110133e-14,0.0,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.51739537508267,0.05,1610.3479075016533
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-07,Heavy Ball,scratch,constant momentum,True,346,0.14891124999849126,5.133418761505004e-08,2.3592239273284576e-16,2.6165823135712096e-08,2.6165823328735933e-08,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.51739537508267,0.05,1610.3479075016533
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_1,correlation,0.1,1e-07,Nesterov,scratch,constant beta,True,536,0.21001558401621878,9.992319631274048e-08,3.23491233800155e-14,8.106359037841037e-07,8.106359032043703e-07,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.51739537508267,0.05,1610.3479075016533
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,0.001,LDLT,scratch,,True,0,0.16825950000202283,2.4954069382252012e-15,6.938893903907228e-18,5.377927972795687e-14,0.0,1.0,1.0,501,1000,350,20,20,500,10000,0.05,74.62069108781257,0.05,1492.4138217562513
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,0.001,Heavy Ball,scratch,constant momentum,True,157,0.062273292016470805,0.00041273511481762325,1.598236659683394e-08,0.00022457632081369843,0.00022457632081376372,1.0,1.0,501,1000,350,20,20,500,10000,0.05,74.62069108781257,0.05,1492.4138217562513
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,0.001,Nesterov,scratch,constant beta,True,186,0.07388558398815803,0.0009987438494337478,2.1537716564518083e-06,0.00574373844281072,0.00574373844281045,1.0,1.0,501,1000,350,20,20,500,10000,0.05,74.62069108781257,0.05,1492.4138217562513
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-05,LDLT,scratch,,True,0,0.16825950000202283,2.4954069382252012e-15,6.938893903907228e-18,5.377927972795687e-14,0.0,1.0,1.0,501,1000,350,20,20,500,10000,0.05,74.62069108781257,0.05,1492.4138217562513
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-05,Heavy Ball,scratch,constant momentum,True,236,0.0880229159956798,8.103895026187025e-06,5.671185743238993e-12,4.31676095416184e-06,4.316760955363884e-06,1.0,1.0,501,1000,350,20,20,500,10000,0.05,74.62069108781257,0.05,1492.4138217562513
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-05,Nesterov,scratch,constant beta,True,351,0.11793612499604933,9.729797335863676e-06,2.914115199148526e-10,7.29252011995294e-05,7.29252011996348e-05,1.0,1.0,501,1000,350,20,20,500,10000,0.05,74.62069108781257,0.05,1492.4138217562513
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-06,LDLT,scratch,,True,0,0.16825950000202283,2.4954069382252012e-15,6.938893903907228e-18,5.377927972795687e-14,0.0,1.0,1.0,501,1000,350,20,20,500,10000,0.05,74.62069108781257,0.05,1492.4138217562513
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-06,Heavy Ball,scratch,constant momentum,True,283,0.17264058298314922,5.013572511257036e-07,3.157196726277789e-14,3.8900390661757906e-07,3.890039066685426e-07,1.0,1.0,501,1000,350,20,20,500,10000,0.05,74.62069108781257,0.05,1492.4138217562513
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-06,Nesterov,scratch,constant beta,True,424,0.26321362500311807,9.97308922118964e-07,3.894967681716821e-12,9.395690560242565e-06,9.395690561417039e-06,1.0,1.0,501,1000,350,20,20,500,10000,0.05,74.62069108781257,0.05,1492.4138217562513
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-07,LDLT,scratch,,True,0,0.16825950000202283,2.4954069382252012e-15,6.938893903907228e-18,5.377927972795687e-14,0.0,1.0,1.0,501,1000,350,20,20,500,10000,0.05,74.62069108781257,0.05,1492.4138217562513
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-07,Heavy Ball,scratch,constant momentum,True,330,0.13292729097884148,8.308094752835495e-08,3.7470027081099033e-16,3.3401664337230904e-08,3.340166422377122e-08,1.0,1.0,501,1000,350,20,20,500,10000,0.05,74.62069108781257,0.05,1492.4138217562513
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_2,correlation,0.2,1e-07,Nesterov,scratch,constant beta,True,515,0.20965675002662465,9.705234367197174e-08,3.49442697000768e-14,8.597236148556686e-07,8.59723615597077e-07,1.0,1.0,501,1000,350,20,20,500,10000,0.05,74.62069108781257,0.05,1492.4138217562513
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_3,correlation,0.3,0.001,LDLT,scratch,,True,0,0.17188333300873637,2.597863526313939e-15,0.0,5.4749100277723194e-14,0.0,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.27022557219566,0.05,1605.404511443913
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_3,correlation,0.3,0.001,Heavy Ball,scratch,constant momentum,True,157,0.03929570800391957,0.0006295272893857394,4.1060136013459925e-08,0.0003364366039515469,0.0003364366039523413,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.27022557219566,0.05,1605.404511443913
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_3,correlation,0.3,0.001,Nesterov,scratch,constant beta,True,194,0.1032274590106681,0.0009811312969638499,1.4890008746756833e-06,0.004843233758009966,0.004843233758009823,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.27022557219566,0.05,1605.404511443913
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_3,correlation,0.3,1e-05,LDLT,scratch,,True,0,0.17188333300873637,2.597863526313939e-15,0.0,5.4749100277723194e-14,0.0,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.27022557219566,0.05,1605.404511443913
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_3,correlation,0.3,1e-05,Heavy Ball,scratch,constant momentum,True,252,0.08481479200418107,8.964787232082954e-06,3.941638682114501e-12,2.854327278948164e-06,2.8543272790216166e-06,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.27022557219566,0.05,1605.404511443913
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_3,correlation,0.3,1e-05,Nesterov,scratch,constant beta,True,360,0.15967783398809843,9.973580094813184e-06,2.5657892477326527e-10,6.908794981340148e-05,6.908794981406855e-05,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.27022557219566,0.05,1605.404511443913
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_3,correlation,0.3,1e-06,LDLT,scratch,,True,0,0.17188333300873637,2.597863526313939e-15,0.0,5.4749100277723194e-14,0.0,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.27022557219566,0.05,1605.404511443913
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_3,correlation,0.3,1e-06,Heavy Ball,scratch,constant momentum,True,299,0.11444016601308249,4.577243918378342e-07,1.7236212457305555e-14,2.3222220008832458e-07,2.322222001096307e-07,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.27022557219566,0.05,1605.404511443913
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_3,correlation,0.3,1e-06,Nesterov,scratch,constant beta,True,442,0.18552837500465102,9.75187404749039e-07,3.3854308245651055e-12,8.572536658845955e-06,8.572536659118639e-06,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.27022557219566,0.05,1605.404511443913
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_3,correlation,0.3,1e-07,LDLT,scratch,,True,0,0.17188333300873637,2.597863526313939e-15,0.0,5.4749100277723194e-14,0.0,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.27022557219566,0.05,1605.404511443913
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_3,correlation,0.3,1e-07,Heavy Ball,scratch,constant momentum,True,346,0.11532995797460899,5.454941210774458e-08,2.3592239273284576e-16,2.2641879657926843e-08,2.2641879698542456e-08,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.27022557219566,0.05,1605.404511443913
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_3,correlation,0.3,1e-07,Nesterov,scratch,constant beta,True,523,0.2531795830000192,9.98017963717854e-08,4.438116540939063e-14,1.0427087240119701e-06,1.0427087240505171e-06,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.27022557219566,0.05,1605.404511443913
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_4,correlation,0.4,0.001,LDLT,scratch,,True,0,0.17359987497911789,2.4777777947848013e-15,0.0,5.670118237413834e-14,0.0,1.0,1.0,501,1000,350,20,20,500,10000,0.05,77.50473981480057,0.05,1550.0947962960113
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_4,correlation,0.4,0.001,Heavy Ball,scratch,constant momentum,True,157,0.0602637909760233,0.0005337800591009045,2.563107932840314e-08,0.00028778432677668397,0.00028778432677710084,1.0,1.0,501,1000,350,20,20,500,10000,0.05,77.50473981480057,0.05,1550.0947962960113
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_4,correlation,0.4,0.001,Nesterov,scratch,constant beta,True,187,0.0939880830119364,0.000986118956295939,1.8788380937301286e-06,0.005231299942464686,0.005231299942464608,1.0,1.0,501,1000,350,20,20,500,10000,0.05,77.50473981480057,0.05,1550.0947962960113
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_4,correlation,0.4,1e-05,LDLT,scratch,,True,0,0.17359987497911789,2.4777777947848013e-15,0.0,5.670118237413834e-14,0.0,1.0,1.0,501,1000,350,20,20,500,10000,0.05,77.50473981480057,0.05,1550.0947962960113
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_4,correlation,0.4,1e-05,Heavy Ball,scratch,constant momentum,True,236,0.12211458399542607,8.206731410116735e-06,7.043664262962324e-12,5.366428989069126e-06,5.3664289890597455e-06,1.0,1.0,501,1000,350,20,20,500,10000,0.05,77.50473981480057,0.05,1550.0947962960113
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_4,correlation,0.4,1e-05,Nesterov,scratch,constant beta,True,355,0.15272270800778642,9.823075723601167e-06,1.9443745918890087e-10,5.789426291786264e-05,5.789426291838125e-05,1.0,1.0,501,1000,350,20,20,500,10000,0.05,77.50473981480057,0.05,1550.0947962960113
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_4,correlation,0.4,1e-06,LDLT,scratch,,True,0,0.17359987497911789,2.4777777947848013e-15,0.0,5.670118237413834e-14,0.0,1.0,1.0,501,1000,350,20,20,500,10000,0.05,77.50473981480057,0.05,1550.0947962960113
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_4,correlation,0.4,1e-06,Heavy Ball,scratch,constant momentum,True,298,0.12403974999324419,9.909262971472176e-07,2.388367281724868e-14,2.1138516053678038e-07,2.113851603574264e-07,1.0,1.0,501,1000,350,20,20,500,10000,0.05,77.50473981480057,0.05,1550.0947962960113
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_4,correlation,0.4,1e-06,Nesterov,scratch,constant beta,True,437,0.2075249579793308,9.751102778777308e-07,2.4634183581895286e-12,7.10799473531111e-06,7.107994735313621e-06,1.0,1.0,501,1000,350,20,20,500,10000,0.05,77.50473981480057,0.05,1550.0947962960113
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_4,correlation,0.4,1e-07,LDLT,scratch,,True,0,0.17359987497911789,2.4777777947848013e-15,0.0,5.670118237413834e-14,0.0,1.0,1.0,501,1000,350,20,20,500,10000,0.05,77.50473981480057,0.05,1550.0947962960113
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_4,correlation,0.4,1e-07,Heavy Ball,scratch,constant momentum,True,330,0.16406237502815202,9.970104565931178e-08,6.036837696399289e-16,4.338487119216324e-08,4.338487104578141e-08,1.0,1.0,501,1000,350,20,20,500,10000,0.05,77.50473981480057,0.05,1550.0947962960113
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_4,correlation,0.4,1e-07,Nesterov,scratch,constant beta,True,525,0.2752113750029821,9.962074407626976e-08,3.083644450896372e-14,7.878529880753556e-07,7.878529876271457e-07,1.0,1.0,501,1000,350,20,20,500,10000,0.05,77.50473981480057,0.05,1550.0947962960113
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_5,correlation,0.5,0.001,LDLT,scratch,,True,0,0.16242137498920783,2.283969948635786e-15,0.0,5.4432633502443264e-14,0.0,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.60009328230706,0.05,1612.0018656461411
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_5,correlation,0.5,0.001,Heavy Ball,scratch,constant momentum,True,157,0.04097925001406111,0.000697881586056663,4.833080325533645e-08,0.00032177887840652405,0.0003217788784065375,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.60009328230706,0.05,1612.0018656461411
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_5,correlation,0.5,0.001,Nesterov,scratch,constant beta,True,184,0.08375916600925848,0.0009875596056070851,1.6104465393393386e-06,0.005559151525858738,0.005559151525858427,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.60009328230706,0.05,1612.0018656461411
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_5,correlation,0.5,1e-05,LDLT,scratch,,True,0,0.16242137498920783,2.283969948635786e-15,0.0,5.4432633502443264e-14,0.0,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.60009328230706,0.05,1612.0018656461411
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_5,correlation,0.5,1e-05,Heavy Ball,scratch,constant momentum,True,252,0.07788550000987016,8.403803773042897e-06,3.0823676944180534e-12,2.730409048005056e-06,2.7304090477508007e-06,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.60009328230706,0.05,1612.0018656461411
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_5,correlation,0.5,1e-05,Nesterov,scratch,constant beta,True,355,0.14348850000533275,9.97439861489111e-06,3.0075596874068466e-10,7.742484217745151e-05,7.742484217719674e-05,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.60009328230706,0.05,1612.0018656461411
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_5,correlation,0.5,1e-06,LDLT,scratch,,True,0,0.16242137498920783,2.283969948635786e-15,0.0,5.4432633502443264e-14,0.0,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.60009328230706,0.05,1612.0018656461411
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_5,correlation,0.5,1e-06,Heavy Ball,scratch,constant momentum,True,299,0.13243595900712535,6.224405402006074e-07,3.0815627827252e-14,2.505856283235714e-07,2.5058562799199013e-07,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.60009328230706,0.05,1612.0018656461411
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_5,correlation,0.5,1e-06,Nesterov,scratch,constant beta,True,442,0.13543754199054092,9.832109025604018e-07,3.134444093166877e-12,7.924246987264334e-06,7.924246986994312e-06,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.60009328230706,0.05,1612.0018656461411
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_5,correlation,0.5,1e-07,LDLT,scratch,,True,0,0.16242137498920783,2.283969948635786e-15,0.0,5.4432633502443264e-14,0.0,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.60009328230706,0.05,1612.0018656461411
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_5,correlation,0.5,1e-07,Heavy Ball,scratch,constant momentum,True,346,0.16245370800606906,5.563068735854392e-08,2.393918396847994e-16,2.285588318796858e-08,2.2855882851744434e-08,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.60009328230706,0.05,1612.0018656461411
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_5,correlation,0.5,1e-07,Nesterov,scratch,constant beta,True,527,0.20611766699585132,9.858724453072474e-08,3.890637811920783e-14,9.386787372136742e-07,9.386787366182411e-07,1.0,1.0,501,1000,350,20,20,500,10000,0.05,80.60009328230706,0.05,1612.0018656461411
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_6,correlation,0.6,0.001,LDLT,scratch,,True,0,0.15538445801939815,2.406757075428832e-15,0.0,5.3315088526978725e-14,0.0,1.0,1.0,501,1000,350,20,20,500,10000,0.05,75.81063159590325,0.05,1516.2126319180647
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_6,correlation,0.6,0.001,Heavy Ball,scratch,constant momentum,True,157,0.07678158298949711,0.0005527250039685762,2.6915731053678282e-08,0.00024364046526335502,0.00024364046526293567,1.0,1.0,501,1000,350,20,20,500,10000,0.05,75.81063159590325,0.05,1516.2126319180647
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_6,correlation,0.6,0.001,Nesterov,scratch,constant beta,True,191,0.15724274999229237,0.0009804625505392005,1.373856749996294e-06,0.004295250690469034,0.0042952506904697626,1.0,1.0,501,1000,350,20,20,500,10000,0.05,75.81063159590325,0.05,1516.2126319180647
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_6,correlation,0.6,1e-05,LDLT,scratch,,True,0,0.15538445801939815,2.406757075428832e-15,0.0,5.3315088526978725e-14,0.0,1.0,1.0,501,1000,350,20,20,500,10000,0.05,75.81063159590325,0.05,1516.2126319180647
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_6,correlation,0.6,1e-05,Heavy Ball,scratch,constant momentum,True,251,0.22425920798559673,6.576255055795271e-06,1.5951059917362898e-12,2.0569433856324866e-06,2.0569433858161996e-06,1.0,1.0,501,1000,350,20,20,500,10000,0.05,75.81063159590325,0.05,1516.2126319180647
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_6,correlation,0.6,1e-05,Nesterov,scratch,constant beta,True,346,0.13938445801613852,9.960415300508118e-06,2.5286595040086013e-10,6.98117554344884e-05,6.981175543377483e-05,1.0,1.0,501,1000,350,20,20,500,10000,0.05,75.81063159590325,0.05,1516.2126319180647
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_6,correlation,0.6,1e-06,LDLT,scratch,,True,0,0.15538445801939815,2.406757075428832e-15,0.0,5.3315088526978725e-14,0.0,1.0,1.0,501,1000,350,20,20,500,10000,0.05,75.81063159590325,0.05,1516.2126319180647
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_6,correlation,0.6,1e-06,Heavy Ball,scratch,constant momentum,True,283,0.09122979201492853,8.718712629553145e-07,6.475375791126226e-14,3.978606459647206e-07,3.9786064600852073e-07,1.0,1.0,501,1000,350,20,20,500,10000,0.05,75.81063159590325,0.05,1516.2126319180647
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_6,correlation,0.6,1e-06,Nesterov,scratch,constant beta,True,433,0.20322258298983797,9.887049477746654e-07,2.963539136313642e-12,7.638779622667111e-06,7.638779622308448e-06,1.0,1.0,501,1000,350,20,20,500,10000,0.05,75.81063159590325,0.05,1516.2126319180647
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_6,correlation,0.6,1e-07,LDLT,scratch,,True,0,0.15538445801939815,2.406757075428832e-15,0.0,5.3315088526978725e-14,0.0,1.0,1.0,501,1000,350,20,20,500,10000,0.05,75.81063159590325,0.05,1516.2126319180647
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_6,correlation,0.6,1e-07,Heavy Ball,scratch,constant momentum,True,330,0.15287349998834543,9.427897348959232e-08,4.926614671774132e-16,3.725616643411219e-08,3.725616663425035e-08,1.0,1.0,501,1000,350,20,20,500,10000,0.05,75.81063159590325,0.05,1516.2126319180647
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_6,correlation,0.6,1e-07,Nesterov,scratch,constant beta,True,515,0.2342572080087848,9.967121248963401e-08,3.608224830031759e-14,8.762264457557534e-07,8.762264459042074e-07,1.0,1.0,501,1000,350,20,20,500,10000,0.05,75.81063159590325,0.05,1516.2126319180647
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_7,correlation,0.7,0.001,LDLT,scratch,,True,0,0.16727833400364034,2.383674478444697e-15,6.938893903907228e-18,5.140698668557833e-14,0.0,1.0,1.0,501,1000,350,20,20,500,10000,0.05,79.33156553241322,0.05,1586.6313106482644
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_7,correlation,0.7,0.001,Heavy Ball,scratch,constant momentum,True,157,0.06737295899074525,0.0006144125835916968,3.632169793404971e-08,0.0002681252445384319,0.00026812524453815885,1.0,1.0,501,1000,350,20,20,500,10000,0.05,79.33156553241322,0.05,1586.6313106482644
synthetic_parameter_epsilon,synthetic_well_conditioned,well_corr_0_7,correlation,0.7,0.001,Nesterov,scratch,constant beta,True,194,0.09228095799335279,0.0009779391522659905,1.0729427475306141e-06,0.003486489273218587,0.0034864892732184875,1.0,1.0,501,1000,350,20,20,500,10000,0.05,79.33156553241322,0.05,1586.6313106482644
